"Date","MMM","AXP","AAPL","BA","CAT","CVX","CSCO","KO","DIS","DD","XOM","GE","GS","HD","IBM","INTC","JNJ","JPM","MCD","MRK","MSFT","NKE","PFE","PG","TRV","UTX","UNH","VZ","V","WMT"
"2016-01-04",-0.00830797686643747,-0.00734322263728726,0.0267030208877983,-0.00622439502672256,0.0165969056487847,-0.00759523073377899,0.000757900748688867,0.00141714690599892,-0.00135764154312523,-0.0342979339855437,-0.000516141935483883,0.00523731604704802,0.00767965216313526,0.00737841820476204,0.00258105445806533,0.00324678266685985,-0.0120931669658162,-0.00516031266363859,0.0028145159914712,0.00903676250862362,0.00883650589101626,0.00670919642105727,0.00313974882260593,0.000127641652276189,-0.00668411170340633,0.0118581581320749,-0.00384915733986291,0.00437926447905701,-0.00473311871504389,0.0158677520661157
"2016-01-05",0.00435907893670096,-0.0153867888969841,-0.0250593170395694,0.00405698932384335,-0.0104426977626915,0.008553776219556,-0.0045436955698599,0.00353766492746854,-0.020198105840024,0.0191850166481689,0.00852057847302579,0.000976913089446807,-0.0172180366784352,-0.00488299355931221,-0.000735498361209896,-0.00470726656620957,0.00417992622870456,0.00172903177819905,0.0137778106178295,0.0127668064024391,0.00456204387886938,0.0139792100130038,0.00719871651960191,0.00318999604989179,0.00454669451171497,0.00156954065083181,0.0018890692245328,0.0137344890720403,0.0075297228875717,0.0237552721079608
"2016-01-06",-0.020141067808304,-0.0320060842070886,-0.0195696818184177,-0.0158786764645159,-0.015755024015384,-0.039504530303487,-0.0106504750608415,-0.00540538203067875,-0.00535184330323402,-0.0140012136590109,-0.00832055779618956,-0.0159401431359791,-0.0244126606792501,-0.0103503110668723,-0.00500557946239633,-0.0221696705782045,-0.00505453904748188,-0.0144358857680841,-0.0067113676185746,-0.0137347878180701,-0.0181653045988248,-0.0142673771358228,-0.0177128340584214,-0.00966677653268466,-0.0129446907491202,-0.0271625362812105,-0.0101988515598218,-0.0210752688172042,-0.0131113155806207,0.0100127307696354
"2016-01-07",-0.0243615743524959,-0.00900338432174441,-0.0422045692811689,-0.0419218246499773,-0.0344307152758877,-0.0354363076565585,-0.0230680507497117,-0.0165406663516068,-0.00856916093494253,-0.0296623693647464,-0.0160061699237618,-0.0423140826446281,-0.0307348158439666,-0.0285094510612109,-0.0170895689441379,-0.0374849433201364,-0.0116545274594535,-0.0404394357516409,-0.02314187460909,-0.00877525787009747,-0.0347826278405666,-0.0266710675989245,-0.00664349868258474,-0.00873363718554265,-0.0238444513587266,-0.0131013848871976,-0.0294397961631275,-0.00549209138840068,-0.0196624958016141,0.0232887493829859
"2016-01-08",-0.00340495138394725,-0.00328945802005021,0.00528773474197197,-0.0227049854411318,-0.0101657492988075,-0.0107203087468192,-0.0247933490751673,-0.00264298420574194,-0.00251256281407031,-0.0053658861788618,-0.0202020325251724,-0.0179495346202808,-0.00413068291005592,-0.0119617222972612,-0.00925783524568846,-0.0103643216080401,-0.0106832996302831,-0.0223992367678779,-0.00155629425708825,-0.0169360472851434,0.00306697347391127,-0.0163742528445866,-0.0127388535031847,-0.0156776237367194,-0.00422777143502884,-0.016322088872207,-0.0172182359610398,-0.00971941683233934,-0.0123323483895874,-0.0229124715194907
"2016-01-11",-0.000213524086642325,0.00660069139398578,0.0161922443914218,0.00169245320053646,-0.0287565171629559,-0.0165591142052519,0.0197739701463289,0.00168643708438632,0.00675060957178841,-0.0325322554367257,-0.0133886728239745,0.00456938472515334,0.0109185920346639,0.0151735025799273,0.0121552149147148,0.017454807997461,-0.0060106354518894,-0.00152742707153519,0.0104779959176136,0.0033280734797152,-0.000573342229186258,0.0115508750051108,0.00225806451612898,0.00921412387502807,0.00754791032263258,0.00110617254189882,-0.00526508695478989,0.00579964283740164,0.0142700472394366,0.0107019198819338
"2016-01-12",0.002847742987796,0.00546446500556752,0.0145133463362768,0.0131325620771989,0.00211480393501207,0.0170856141049502,0.00316580925999221,0.0129869402122684,0.0154123401803909,-0.00980064210882059,0.0204911787083408,0.00209933519944028,-0.00012061184144363,0.0135951583208391,-0.00247693469869958,0.0193387080680378,0.00686684431690066,0.00220970585722569,0.0064272858612171,0.00995118048780497,0.0091778204431705,0.00654911849788609,-0.00225297714837469,-0.00208681367123564,0.0111433841076563,0,0.0244570172575833,-0.00354845863827913,0.0113636907836496,-0.00934291483427407
"2016-01-13",-0.0151923894988473,-0.0240683843457024,-0.0257102843708511,-0.0288053597453815,-0.0115259581664272,-0.00998174047518596,-0.0295857988165681,-0.00641028030413771,-0.0293711416259722,-0.0308873218732875,0.00598410928128112,-0.0139664460183815,-0.0405527832727688,-0.0477684218019989,-0.0130172767351667,-0.023561811505508,-0.0124185772072185,-0.027476238593559,-0.0197547595409613,-0.021251894175112,-0.0215990909738364,-0.0193526863422204,-0.0203225483870968,-0.00862637541167499,-0.0177811163794838,-0.0184530165745858,-0.0269909045610029,-0.0173602937903405,-0.0222044402834554,-0.0267211730072489
"2016-01-14",0.0177335062158772,0.00700084350042451,0.0218708083157491,0.00842961319191438,0.0226638367985521,0.0509037120151552,0.0024390243902439,0.000716917596985223,0.00639721751430078,0.0107413451181311,0.0458691461766254,0.0290367917847028,0.0150952507989417,-0.0146622649973268,0.013265274274076,0.0260107176433719,0.0192743976275325,0.0149982734565748,0.0130298815228489,0.0225029411764706,0.0284663444706883,-0.00459341620608045,0.0243661500044074,0.0039552275268353,0.00867438258861752,0.00202634240625144,0.0140071313556589,0.016307972081179,0.00957599205406279,0.0184109017574581
"2016-01-15",-0.0176369961995961,-0.00600412377936288,-0.0240152740358303,-0.0276315795889686,-0.0385418500080296,-0.0210600559136531,-0.0421735198702353,-0.0090735671185872,-0.0525678432795091,-0.0576655380604342,-0.0194641170577307,-0.0196145567658141,-0.0358138548597424,-0.00326032427870782,-0.0216688354023372,-0.0910202143542934,-0.0191121348883824,-0.0199312711352015,-0.0123478216682946,-0.012741312987284,-0.0399171334980769,-0.0162364900439751,-0.0096432655209493,-0.0153643988085517,-0.0175734244464361,-0.0379733167515264,-0.0134525548311203,-0.00980608446191411,-0.026693779402692,-0.0179194573752068
